Address	R/W	Value	Soft	Hard	Hit	Evicted Page#	Dirty Evicted Page
1C85	0	140	0	1	0	-1	-1
5819	0	23	0	1	0	-1	-1
14E2	0	156	0	1	0	-1	-1
9301	0	125	0	1	0	-1	-1
C7D5	0	234	0	1	0	-1	-1
7612	0	57	0	1	0	-1	-1
F8D3	0	219	0	1	0	-1	-1
C8CF	0	93	0	1	0	-1	-1
BC6F	0	13	0	1	0	-1	-1
4291	0	156	0	1	0	-1	-1
09E0	0	201	0	1	0	-1	-1
022F	0	226	0	1	0	-1	-1
2E6E	0	149	0	1	0	-1	-1
A105	0	239	0	1	0	-1	-1
D479	0	38	0	1	0	-1	-1
D3C1	0	187	0	1	0	-1	-1
C99A	0	4	0	1	0	0	0
D88F	0	136	0	1	0	1	0
1311	0	235	0	1	0	2	0
982C	0	229	0	1	0	3	0
157A	0	32	0	1	0	3	0
55FC	0	221	0	1	0	4	0
6494	0	10	0	1	0	5	0
976B	0	49	0	1	0	6	0
8015	0	7	0	1	0	7	0
97DF	0	90	0	0	1	-1	-1
4710	0	235	0	1	0	7	0
69D0	0	33	0	1	0	8	0
0590	0	192	0	1	0	9	0
75A3	0	243	0	1	0	10	0
AAB0	0	117	0	1	0	10	0
5C0E	0	110	0	1	0	11	0
D8B9	0	3	1	0	0	-1	-1
B45D	0	43	0	1	0	12	0
F701	0	137	0	1	0	13	0
A3E4	0	166	0	1	0	13	0
1F84	0	152	0	1	0	14	0
9872	0	176	1	0	0	-1	-1
CA52	0	175	0	1	0	15	0
706D	0	34	0	1	0	0	0
6AF3	0	239	0	1	0	0	0
188D	0	205	0	1	0	1	0
3A0F	0	135	0	1	0	2	0
EA8B	0	96	0	1	0	3	0
3D3C	0	193	0	1	0	4	0
9C33	0	17	0	1	0	4	0
62E0	0	206	0	1	0	5	0
C093	0	64	0	1	0	6	0
1F7A	0	139	1	0	0	-1	-1
B590	0	212	0	1	0	7	0
F1BA	0	1	0	1	0	7	0
A1B5	1	31	1	0	0	-1	-1
7D6E	0	190	0	1	0	8	0
540F	1	230	0	1	0	9	1
AB3B	1	40	0	1	0	10	1
CBC7	0	250	0	1	0	10	0
9162	1	240	0	1	0	11	1
99C1	0	225	0	1	0	12	0
2691	0	21	0	1	0	13	0
7A9F	0	256	0	1	0	14	0
F41F	1	161	0	1	0	14	1
73B1	0	102	0	1	0	15	0
A8E2	0	45	0	1	0	0	0
8A89	0	248	0	1	0	1	0
8FB8	0	7	0	1	0	2	0
9D1F	0	97	0	1	0	2	0
24C2	0	239	0	1	0	3	0
75DA	0	50	1	0	0	-1	-1
1557	1	107	1	0	0	-1	-1
653F	1	7	0	1	0	4	1
A728	0	130	0	1	0	4	0
7C1C	0	23	0	1	0	5	0
B8A1	1	148	0	1	0	6	1
9951	0	104	1	0	0	-1	-1
06C8	0	90	0	1	0	7	0
D5E4	0	54	0	1	0	7	0
6A84	0	232	1	0	0	-1	-1
255F	0	196	0	1	0	8	0
C2D4	0	234	0	1	0	9	0
E58E	0	11	0	1	0	10	0
95A4	0	198	0	1	0	10	0
0C16	0	98	0	1	0	11	0
A495	0	25	0	1	0	12	0
9555	0	186	0	0	1	-1	-1
751A	0	53	1	0	0	-1	-1
3251	1	237	0	1	0	12	1
16E0	1	119	0	1	0	13	1
7A3E	0	22	1	0	0	-1	-1
0EFE	1	153	0	1	0	14	1
8C8A	0	163	0	1	0	15	0
5EFD	0	223	0	1	0	15	0
CB3D	0	10	1	0	0	-1	-1
69D9	1	84	1	0	0	-1	-1
485F	0	111	0	1	0	0	0
793F	0	64	0	1	0	1	0
6EF4	0	68	0	1	0	1	0
725F	0	173	0	1	0	2	0
EB19	0	62	0	1	0	3	0
66D4	0	248	0	1	0	4	0
9241	0	56	0	1	0	5	0
0A5F	0	101	0	1	0	5	0
BCFE	0	28	1	0	0	-1	-1
6C62	0	46	0	1	0	6	0
2D35	0	47	0	1	0	7	0
85F7	0	68	0	1	0	8	0
3FF7	0	30	0	1	0	8	0
AB3D	0	179	1	0	0	-1	-1
9D97	0	43	1	0	0	-1	-1
4697	1	170	0	1	0	9	1
EA06	0	144	1	0	0	-1	-1
6583	0	169	1	0	0	-1	-1
1F95	0	211	1	0	0	-1	-1
CA0E	0	249	1	0	0	-1	-1
B762	0	171	0	1	0	9	0
CF8E	0	236	0	1	0	10	0
D2C7	0	130	0	1	0	10	0
04D3	0	175	0	1	0	11	0
EC88	0	230	0	1	0	12	0
641B	1	61	1	0	0	-1	-1
03F4	0	253	0	1	0	13	0
49EF	0	213	0	1	0	13	0
E7E2	0	152	0	1	0	14	0
8238	1	148	0	1	0	15	1
90A5	0	34	0	1	0	0	0
48A9	0	3	1	0	0	-1	-1
D732	0	150	0	1	0	0	0
56E8	0	29	0	1	0	1	0
88EF	0	159	0	1	0	2	0
159E	0	54	1	0	0	-1	-1
60FA	0	156	0	1	0	3	0
57E0	0	144	0	1	0	3	0
3795	0	65	0	1	0	4	0
B876	0	61	1	0	0	-1	-1
BD05	0	103	0	1	0	5	0
028C	0	134	1	0	0	-1	-1
88E9	0	233	0	0	1	-1	-1
BD66	0	12	0	0	1	-1	-1
E01B	0	27	0	1	0	5	0
3E61	0	53	0	1	0	6	0
61AE	1	170	0	1	0	7	1
86BE	0	213	0	1	0	7	0
3B4A	0	172	0	1	0	8	0
E3A2	0	146	0	1	0	9	0
1BEE	0	222	0	1	0	10	0
634A	0	69	0	1	0	11	0
60C9	0	174	1	0	0	-1	-1
5BE4	0	174	0	1	0	11	0
DC9B	0	74	0	1	0	12	0
48DE	0	199	1	0	0	-1	-1
0D31	0	229	0	1	0	13	0
4CD3	0	146	0	1	0	13	0
9AAF	0	52	0	1	0	14	0
8F48	0	101	1	0	0	-1	-1
8773	0	55	0	1	0	15	0
3AA5	0	111	1	0	0	-1	-1
798C	0	160	1	0	0	-1	-1
8F38	0	220	0	0	1	-1	-1
36F8	0	248	0	1	0	15	0
A721	0	225	1	0	0	-1	-1
AB78	0	222	1	0	0	-1	-1
3A65	1	23	0	0	1	-1	-1
EAB0	0	112	1	0	0	-1	-1
2BFD	0	228	0	1	0	15	0
B98F	0	126	0	1	0	0	0
F0B5	1	127	0	1	0	1	1
6C20	0	71	1	0	0	-1	-1
C2CC	0	158	1	0	0	-1	-1
E9C1	0	235	0	1	0	1	0
B9BF	0	38	0	0	1	-1	-1
59E6	0	54	0	1	0	2	0
697A	0	185	1	0	0	-1	-1
96A8	0	156	0	1	0	2	0
F0DE	0	56	0	0	1	-1	-1
BCAB	1	138	1	0	0	-1	-1
93DD	1	220	1	0	0	-1	-1
55D3	0	110	1	0	0	-1	-1
F173	0	27	1	0	0	-1	-1
096C	1	117	1	0	0	-1	-1
3D03	0	53	1	0	0	-1	-1
9F62	0	103	0	1	0	2	0
DD39	0	154	0	1	0	2	0
C844	0	39	1	0	0	-1	-1
8CEF	0	69	1	0	0	-1	-1
BA4B	0	239	0	1	0	3	0
4A42	0	246	0	1	0	4	0
F540	0	28	0	1	0	4	0
C205	0	70	1	0	0	-1	-1
9C90	1	222	1	0	0	-1	-1
BE0E	1	193	0	1	0	5	1
68B0	0	159	0	1	0	6	0
AF03	0	143	0	1	0	6	0
99A5	0	102	1	0	0	-1	-1
AFCB	0	130	0	0	1	-1	-1
32BC	0	136	1	0	0	-1	-1
D4A5	0	102	1	0	0	-1	-1
40DA	0	172	0	1	0	6	0
05E9	0	98	1	0	0	-1	-1
16E0	0	162	1	0	0	-1	-1
5587	0	219	1	0	0	-1	-1
17B0	1	193	0	1	0	7	1
6A46	0	82	1	0	0	-1	-1
D14C	1	100	0	1	0	7	1
74BC	0	51	0	1	0	8	0
0366	0	7	1	0	0	-1	-1
FEAA	0	213	0	1	0	9	0
8DE2	1	255	0	1	0	9	1
8CD5	1	140	1	0	0	-1	-1
6319	1	234	1	0	0	-1	-1
41DF	0	83	0	1	0	10	0
53FF	0	28	0	1	0	11	0
F670	0	101	0	1	0	11	0
1C69	0	168	1	0	0	-1	-1
3DF6	0	114	1	0	0	-1	-1
776F	0	80	0	1	0	12	0
3C86	0	117	0	1	0	13	0
E016	0	247	1	0	0	-1	-1
F848	0	225	1	0	0	-1	-1
7B77	0	150	0	1	0	13	0
D480	0	81	1	0	0	-1	-1
E14B	0	142	0	1	0	14	0
0C5F	0	225	1	0	0	-1	-1
20C6	0	136	0	1	0	14	0
99C1	0	6	1	0	0	-1	-1
BE81	1	153	1	0	0	-1	-1
8378	0	22	0	1	0	15	0
59C1	0	110	1	0	0	-1	-1
5BDE	0	186	1	0	0	-1	-1
D8D7	1	49	1	0	0	-1	-1
8626	1	244	1	0	0	-1	-1
E764	1	229	1	0	0	-1	-1
7A31	1	103	1	0	0	-1	-1
D200	0	121	1	0	0	-1	-1
1A85	0	226	0	1	0	15	0
32C2	0	116	1	0	0	-1	-1
80B5	0	74	1	0	0	-1	-1
69FB	0	200	1	0	0	-1	-1
66EE	0	255	1	0	0	-1	-1
64F9	1	153	1	0	0	-1	-1
8B35	1	198	0	1	0	15	1
73BE	1	194	1	0	0	-1	-1
3EB4	0	231	1	0	0	-1	-1
B2BE	0	11	0	1	0	15	0
FF91	0	9	0	1	0	0	0
09F1	0	118	1	0	0	-1	-1
711A	1	219	0	1	0	1	1
4841	0	93	1	0	0	-1	-1
0D80	0	222	1	0	0	-1	-1
EF01	0	138	0	1	0	1	0
9B65	0	118	0	1	0	2	0
5B53	0	107	1	0	0	-1	-1
D028	0	17	0	1	0	2	0
402C	0	177	1	0	0	-1	-1
63A4	0	67	1	0	0	-1	-1
4592	1	159	0	1	0	3	1
F165	0	217	1	0	0	-1	-1
B043	0	82	0	1	0	3	0
0FCD	0	221	0	1	0	4	0
9730	0	23	1	0	0	-1	-1
B327	0	145	0	1	0	5	0
6498	0	48	1	0	0	-1	-1
369F	0	256	1	0	0	-1	-1
96B8	1	200	1	0	0	-1	-1
3B95	0	88	1	0	0	-1	-1
486E	1	198	1	0	0	-1	-1
9E61	0	181	0	1	0	5	0
BF03	1	166	0	1	0	5	1
BBDB	0	25	0	1	0	6	0
6A06	0	96	1	0	0	-1	-1
106D	0	95	0	1	0	7	0
6EAF	0	256	1	0	0	-1	-1
BB13	0	146	0	0	1	-1	-1
D252	0	80	1	0	0	-1	-1
858E	1	238	1	0	0	-1	-1
FA65	0	88	0	1	0	7	0
2C79	0	110	0	1	0	8	0
CA94	0	65	1	0	0	-1	-1
4137	0	3	1	0	0	-1	-1
417A	0	110	0	0	1	-1	-1
F44A	0	120	1	0	0	-1	-1
06B0	0	170	1	0	0	-1	-1
1E4B	0	3	0	1	0	8	0
BE61	0	24	1	0	0	-1	-1
D429	0	203	1	0	0	-1	-1
1A97	1	234	1	0	0	-1	-1
D792	0	44	1	0	0	-1	-1
15EF	0	65	1	0	0	-1	-1
4AA9	0	187	1	0	0	-1	-1
4DBB	0	236	0	1	0	8	0
52F2	0	141	0	1	0	9	0
3131	0	116	0	1	0	10	0
7AC6	1	64	1	0	0	-1	-1
CA19	1	185	1	0	0	-1	-1
DAF9	0	87	0	1	0	10	0
8B9A	0	174	1	0	0	-1	-1
83FF	0	115	1	0	0	-1	-1
5037	0	76	0	1	0	10	0
BE14	0	137	1	0	0	-1	-1
04E6	0	223	1	0	0	-1	-1
E934	0	225	1	0	0	-1	-1
91B0	0	87	1	0	0	-1	-1
49CD	1	91	1	0	0	-1	-1
4B4D	0	128	0	1	0	10	0
8371	1	123	0	0	1	-1	-1
AB4F	0	34	1	0	0	-1	-1
7FBE	0	228	0	1	0	11	0
819E	1	170	0	1	0	11	1
8691	0	68	1	0	0	-1	-1
C712	0	25	1	0	0	-1	-1
B15E	0	195	0	1	0	12	0
A5D9	1	114	0	1	0	13	1
8FBD	0	7765723	1	0	0	-1	-1
A180	0	146	1	0	0	-1	-1
C31C	0	41	0	1	0	13	0
BA24	0	229	1	0	0	-1	-1
ABA6	1	184	1	0	0	-1	-1
FDDF	0	247	0	1	0	13	0
6BA6	0	10	0	1	0	14	0
C077	0	139	1	0	0	-1	-1
C439	0	83	0	1	0	15	0
80BD	1	45	1	0	0	-1	-1
974F	0	35	1	0	0	-1	-1
A53A	0	90	1	0	0	-1	-1
F3D1	0	0	0	1	0	15	0
3755	0	57	1	0	0	-1	-1
052D	0	31	1	0	0	-1	-1
43E6	1	169	0	1	0	15	1
A775	0	161	1	0	0	-1	-1
84A3	0	123	0	1	0	0	0
281D	0	55	0	1	0	1	0
6D4C	1	124	0	1	0	2	1
121B	0	216	0	1	0	2	0
64F7	0	154	1	0	0	-1	-1
FC5E	0	73	0	1	0	3	0
EB27	0	65	1	0	0	-1	-1
EC5D	0	106	1	0	0	-1	-1
F0F1	0	172	1	0	0	-1	-1
9A95	0	8	1	0	0	-1	-1
7CA6	1	61	1	0	0	-1	-1
47E5	0	131	1	0	0	-1	-1
16FE	0	166	1	0	0	-1	-1
EE0A	0	199	0	1	0	3	0
F11B	0	168	1	0	0	-1	-1
2906	0	128	0	1	0	4	0
A61C	0	231	0	1	0	5	0
99EF	0	215	1	0	0	-1	-1
53B3	0	214	1	0	0	-1	-1
3649	0	-8998592	1	0	0	-1	-1
C5A7	0	237	0	1	0	5	0
4EF0	0	168	0	1	0	6	0
BBC5	0	175	1	0	0	-1	-1
C4A0	1	19	1	0	0	-1	-1
7CAB	0	27	1	0	0	-1	-1
6CF8	0	166	1	0	0	-1	-1
1A9E	0	21	1	0	0	-1	-1
471E	0	135	1	0	0	-1	-1
73C9	0	78	1	0	0	-1	-1
179D	0	43	1	0	0	-1	-1
45E5	0	17	1	0	0	-1	-1
F1B4	0	45	1	0	0	-1	-1
AE0F	1	-7811215	0	1	0	6	1
296D	0	161	1	0	0	-1	-1
746E	0	11	1	0	0	-1	-1
8C4F	0	165	1	0	0	-1	-1
2841	1	-2138857	1	0	0	-1	-1
A37D	0	168	1	0	0	-1	-1
6EE1	0	133	1	0	0	-1	-1
BBF0	1	7295670	1	0	0	-1	-1
B646	1	107	0	1	0	6	1
3738	0	77	1	0	0	-1	-1
6E06	0	140	0	0	1	-1	-1
D831	0	34	1	0	0	-1	-1
4304	0	179	1	0	0	-1	-1
9C1A	0	206	1	0	0	-1	-1
197F	1	132	0	1	0	6	1
64C4	0	82	1	0	0	-1	-1
6455	0	179	0	0	1	-1	-1
D2A4	0	76	1	0	0	-1	-1
DF99	0	226	0	1	0	6	0
49AB	0	93	1	0	0	-1	-1
B9D5	0	101	1	0	0	-1	-1
15AF	0	221	1	0	0	-1	-1
3376	0	163	0	1	0	6	0
87F6	0	183	1	0	0	-1	-1
9DE2	0	140	1	0	0	-1	-1
62AC	0	227	1	0	0	-1	-1
2A01	0	51	0	1	0	6	0
89D9	1	27	0	1	0	7	1
83D5	0	151	1	0	0	-1	-1
3D64	0	139	1	0	0	-1	-1
02B1	1	224	1	0	0	-1	-1
7E8A	0	239	0	1	0	7	0
C4A0	0	28	1	0	0	-1	-1
D0D5	1	140	1	0	0	-1	-1
A6CC	0	118	1	0	0	-1	-1
59CB	1	-5967496	1	0	0	-1	-1
E6B4	0	17	0	1	0	7	0
72F2	0	224	1	0	0	-1	-1
A79E	0	86	1	0	0	-1	-1
B446	0	1	1	0	0	-1	-1
3012	0	64	0	1	0	8	0
DEA1	0	80	0	1	0	8	0
9FC6	0	97	1	0	0	-1	-1
1C4F	0	20	1	0	0	-1	-1
A687	0	246	1	0	0	-1	-1
B70B	0	32	1	0	0	-1	-1
45AB	0	37	1	0	0	-1	-1
A1EA	1	48	1	0	0	-1	-1
6768	0	218	0	1	0	8	0
DA5D	1	164	1	0	0	-1	-1
F980	0	63	0	1	0	9	0
1691	0	213	1	0	0	-1	-1
469A	0	186	1	0	0	-1	-1
46B7	0	231	0	0	1	-1	-1
076E	0	164	0	1	0	9	0
98AC	1	235	1	0	0	-1	-1
60E5	0	106	1	0	0	-1	-1
7283	0	178	1	0	0	-1	-1
2AC9	1	165	1	0	0	-1	-1
E434	0	145	0	1	0	9	0
CFAE	1	142	1	0	0	-1	-1
FF72	0	41	1	0	0	-1	-1
70D7	0	108	1	0	0	-1	-1
1F6A	0	177	1	0	0	-1	-1
13F6	1	31	1	0	0	-1	-1
2E35	1	48	1	0	0	-1	-1
2AA1	0	211	0	0	1	-1	-1
3B62	0	190	1	0	0	-1	-1
D965	0	67	0	1	0	9	0
9779	0	41	1	0	0	-1	-1
A631	0	29	1	0	0	-1	-1
00FC	0	112	0	1	0	9	0
A63A	1	141	0	0	1	-1	-1
4003	0	85	1	0	0	-1	-1
17C9	0	91	1	0	0	-1	-1
52C7	0	251	1	0	0	-1	-1
42B9	0	97	1	0	0	-1	-1
100A	1	113	1	0	0	-1	-1
CA7C	0	40	1	0	0	-1	-1
382B	0	171	0	1	0	9	0
4E25	1	171	1	0	0	-1	-1
1167	1	5	0	1	0	9	1
29E4	0	189	1	0	0	-1	-1
3758	0	20	1	0	0	-1	-1
77BC	0	186	1	0	0	-1	-1
5523	1	110	1	0	0	-1	-1
2EAE	0	90	1	0	0	-1	-1
CDE9	0	233	0	1	0	9	0
DA5A	0	52	1	0	0	-1	-1
2505	0	37	1	0	0	-1	-1
1A0B	0	174	1	0	0	-1	-1
C16F	0	136	0	1	0	9	0
7C25	0	95	1	0	0	-1	-1
4726	0	226	1	0	0	-1	-1
BD13	0	203	1	0	0	-1	-1
16A2	1	172	1	0	0	-1	-1
6AC3	0	99	1	0	0	-1	-1
F3F4	0	247	1	0	0	-1	-1
5D8B	1	78	0	1	0	9	1
6119	0	42	1	0	0	-1	-1
91FF	0	212	1	0	0	-1	-1
BC43	1	195	1	0	0	-1	-1
C626	0	137	0	1	0	9	0
C469	0	86	1	0	0	-1	-1
5A96	0	88	0	1	0	10	0
9ADB	0	1	1	0	0	-1	-1
1164	0	174	1	0	0	-1	-1
35FE	0	51	0	1	0	10	0
5957	0	30	1	0	0	-1	-1
5C9F	0	50	1	0	0	-1	-1
77E7	0	105	1	0	0	-1	-1
FBE6	1	-7213822	0	1	0	10	1
8365	0	133	1	0	0	-1	-1
FE1D	0	56	1	0	0	-1	-1
29D3	0	131	1	0	0	-1	-1
184F	0	97	1	0	0	-1	-1
20E7	0	80	1	0	0	-1	-1
8FAF	1	-5661902	1	0	0	-1	-1
50F5	0	26	1	0	0	-1	-1
0AC7	0	243	1	0	0	-1	-1
90FA	0	152	1	0	0	-1	-1
BA9D	0	218	1	0	0	-1	-1
88B2	0	45	1	0	0	-1	-1
5722	0	56	1	0	0	-1	-1
458A	0	27	1	0	0	-1	-1
1FD7	1	47	1	0	0	-1	-1
B34F	0	97	1	0	0	-1	-1
5962	0	16	1	0	0	-1	-1
72EF	0	142	1	0	0	-1	-1
52A4	1	226	1	0	0	-1	-1
A921	0	68	0	1	0	10	0
8ED9	0	187	0	1	0	10	0
EFBF	0	218	1	0	0	-1	-1
5A12	0	187	1	0	0	-1	-1
EA18	0	242	1	0	0	-1	-1
3762	0	250	1	0	0	-1	-1
02A2	0	249	1	0	0	-1	-1
D688	0	174	0	1	0	10	0
4EF6	0	255	1	0	0	-1	-1
EC0E	0	7	1	0	0	-1	-1
2E8D	0	113	1	0	0	-1	-1
BDC4	1	242	1	0	0	-1	-1
1158	0	130	1	0	0	-1	-1
0679	0	199	1	0	0	-1	-1
3CF8	1	127	1	0	0	-1	-1
67D2	1	148	1	0	0	-1	-1
1980	0	158	1	0	0	-1	-1
85FA	1	47	1	0	0	-1	-1
FFCA	1	108	1	0	0	-1	-1
A267	0	93	0	1	0	10	0
130F	0	238	1	0	0	-1	-1
8DEA	1	193	1	0	0	-1	-1
47EC	0	200	1	0	0	-1	-1
6D1D	0	98	1	0	0	-1	-1
453D	0	168	1	0	0	-1	-1
A010	1	-5585044	0	1	0	10	1
20D8	0	44	1	0	0	-1	-1
6EF6	0	161	1	0	0	-1	-1
D1CD	0	180	1	0	0	-1	-1
A076	0	124	0	0	1	-1	-1
AE59	0	129	1	0	0	-1	-1
8C23	0	179	1	0	0	-1	-1
258F	0	53	1	0	0	-1	-1
0A07	1	-4676344	1	0	0	-1	-1
1AC9	0	126	1	0	0	-1	-1
90C0	0	178	1	0	0	-1	-1
0FBD	0	228	1	0	0	-1	-1
8AF8	1	156	1	0	0	-1	-1
C462	0	135	1	0	0	-1	-1
610B	0	234	1	0	0	-1	-1
8467	0	38	1	0	0	-1	-1
73AD	1	39	1	0	0	-1	-1
265F	0	101	1	0	0	-1	-1
6B72	0	180	1	0	0	-1	-1
868C	0	15	1	0	0	-1	-1
E3AE	0	108	1	0	0	-1	-1
0A4C	0	28	1	0	0	-1	-1
53A5	0	133	1	0	0	-1	-1
C67F	0	199	1	0	0	-1	-1
6077	0	60	1	0	0	-1	-1
B281	0	179	1	0	0	-1	-1
BE1A	0	255	1	0	0	-1	-1
D220	0	73	1	0	0	-1	-1
00F1	0	118	1	0	0	-1	-1
D275	0	126	0	0	1	-1	-1
9AF6	0	161	1	0	0	-1	-1
33FA	0	8	1	0	0	-1	-1
5F1E	0	151	0	1	0	10	0
6D8A	0	131	1	0	0	-1	-1
6287	0	165	1	0	0	-1	-1
1923	0	156	1	0	0	-1	-1
B942	0	183	1	0	0	-1	-1
1188	0	251	1	0	0	-1	-1
DC46	0	86	1	0	0	-1	-1
A695	1	64	1	0	0	-1	-1
F545	1	62	1	0	0	-1	-1
6649	1	213	1	0	0	-1	-1
5282	1	100	1	0	0	-1	-1
8C7A	0	254	1	0	0	-1	-1
1812	0	62	1	0	0	-1	-1
D0B5	0	49	1	0	0	-1	-1
FCA0	1	208	1	0	0	-1	-1
7E06	0	152	1	0	0	-1	-1
D158	1	208	1	0	0	-1	-1
7717	0	146	1	0	0	-1	-1
75FD	0	76	1	0	0	-1	-1
CF6B	0	32	1	0	0	-1	-1
E23A	0	165	0	1	0	10	0
2B4B	1	155	1	0	0	-1	-1
7C49	0	238	1	0	0	-1	-1
8C90	0	54	1	0	0	-1	-1
9D1D	0	31	1	0	0	-1	-1
BD0E	0	51	1	0	0	-1	-1
72C3	0	240	1	0	0	-1	-1
0BFE	0	225	0	1	0	10	0
626E	0	244	1	0	0	-1	-1
CC80	0	133	0	1	0	10	0
0679	0	170	1	0	0	-1	-1
6366	0	231	1	0	0	-1	-1
A1C4	0	147	1	0	0	-1	-1
1718	0	210	1	0	0	-1	-1
EDC4	1	172	0	1	0	10	1
5B9D	0	89	1	0	0	-1	-1
6247	0	147	0	0	1	-1	-1
96C1	0	21	1	0	0	-1	-1
EFC4	0	1802810	1	0	0	-1	-1
AD9B	1	77	0	1	0	10	1
9B38	1	121	1	0	0	-1	-1
9906	1	144	1	0	0	-1	-1
6671	0	47	1	0	0	-1	-1
C3F4	1	236	1	0	0	-1	-1
3000	0	5	1	0	0	-1	-1
F185	0	165	1	0	0	-1	-1
EB76	0	100	1	0	0	-1	-1
69D3	0	150	1	0	0	-1	-1
D302	1	35	1	0	0	-1	-1
CB8B	1	249	1	0	0	-1	-1
FA5B	0	70	1	0	0	-1	-1
B75E	0	250	1	0	0	-1	-1
82A8	0	202	1	0	0	-1	-1
CE66	0	158	0	1	0	10	0
BF98	0	169	1	0	0	-1	-1
8034	0	81	1	0	0	-1	-1
A0BA	0	1	1	0	0	-1	-1
0778	1	214	1	0	0	-1	-1
8EA8	0	202	1	0	0	-1	-1
6CBA	0	1	1	0	0	-1	-1
FA8C	0	47	1	0	0	-1	-1
7F0D	0	12	1	0	0	-1	-1
E44E	0	94	1	0	0	-1	-1
CB31	1	133	1	0	0	-1	-1
407D	0	13	1	0	0	-1	-1
7729	0	19	1	0	0	-1	-1
3285	0	165	1	0	0	-1	-1
3CD5	0	236	1	0	0	-1	-1
2A6E	1	164	1	0	0	-1	-1
45DC	1	207	1	0	0	-1	-1
D3E7	0	83	1	0	0	-1	-1
4C8B	0	249	1	0	0	-1	-1
8F49	0	151	1	0	0	-1	-1
645B	0	70	1	0	0	-1	-1
49F2	0	146	1	0	0	-1	-1
7C30	0	85	1	0	0	-1	-1
718B	0	249	1	0	0	-1	-1
C7F2	1	146	1	0	0	-1	-1
4416	0	20	0	1	0	10	0
7056	0	198	1	0	0	-1	-1
F2CB	0	110	0	1	0	10	0
B92F	0	86	1	0	0	-1	-1
E50B	0	35	1	0	0	-1	-1
DD87	0	135	1	0	0	-1	-1
28B3	0	63	1	0	0	-1	-1
A88F	1	228	1	0	0	-1	-1
F7FE	0	227	1	0	0	-1	-1
36AE	1	10	1	0	0	-1	-1
ADCA	0	6	1	0	0	-1	-1
5FBD	0	16	1	0	0	-1	-1
C34A	0	188	1	0	0	-1	-1
0DA3	0	107	1	0	0	-1	-1
BD5E	0	59	1	0	0	-1	-1
D79D	1	51	1	0	0	-1	-1
77C1	0	125	1	0	0	-1	-1
5528	1	77	1	0	0	-1	-1
1FCB	0	110	1	0	0	-1	-1
F517	0	126	1	0	0	-1	-1
55CB	0	110	0	0	1	-1	-1
E7B1	0	68	1	0	0	-1	-1
C8C9	0	119	1	0	0	-1	-1
8B89	0	212	1	0	0	-1	-1
E176	0	153	1	0	0	-1	-1
9B42	0	28	1	0	0	-1	-1
EE2B	0	169	1	0	0	-1	-1
FC2A	1	46	1	0	0	-1	-1
49E2	0	45	1	0	0	-1	-1
384F	0	117	1	0	0	-1	-1
6947	0	33	1	0	0	-1	-1
8C2E	1	82	1	0	0	-1	-1
6542	0	28	1	0	0	-1	-1
272F	0	220	0	1	0	10	0
03EF	0	96	1	0	0	-1	-1
2CF4	0	226	1	0	0	-1	-1
6A88	0	107	1	0	0	-1	-1
6147	1	242	1	0	0	-1	-1
79DD	0	90	1	0	0	-1	-1
F3AF	0	133	1	0	0	-1	-1
E45B	0	236	1	0	0	-1	-1
3A88	0	107	1	0	0	-1	-1
7BC9	0	254	1	0	0	-1	-1
B820	0	8	1	0	0	-1	-1
0EC6	0	172	1	0	0	-1	-1
791C	0	146	0	0	1	-1	-1
69F2	0	111	1	0	0	-1	-1
F374	0	176	0	0	1	-1	-1
CC1C	0	146	1	0	0	-1	-1
64F3	1	42	1	0	0	-1	-1
62AE	1	170	1	0	0	-1	-1
BC5F	0	62	1	0	0	-1	-1
5E04	0	116	1	0	0	-1	-1
33CE	1	85	1	0	0	-1	-1
68EE	1	212	1	0	0	-1	-1
6F59	0	85	0	1	0	10	0
F7CB	1	125	1	0	0	-1	-1
7E04	1	72	1	0	0	-1	-1
E347	0	3	1	0	0	-1	-1
A581	0	83	1	0	0	-1	-1
7535	0	134	1	0	0	-1	-1
4855	0	9	1	0	0	-1	-1
DE28	1	148	1	0	0	-1	-1
6CF7	0	212	1	0	0	-1	-1
8E38	0	30	1	0	0	-1	-1
A507	0	161	0	0	1	-1	-1
5BC3	0	153	1	0	0	-1	-1
EB46	0	37	1	0	0	-1	-1
74F0	0	117	1	0	0	-1	-1
CB6E	1	45	1	0	0	-1	-1
D3DE	1	139	1	0	0	-1	-1
3173	0	219	1	0	0	-1	-1
8A9F	0	89	1	0	0	-1	-1
C39D	0	247	1	0	0	-1	-1
EF3B	0	126	1	0	0	-1	-1
C38B	0	91	0	0	1	-1	-1
1E5F	1	203	1	0	0	-1	-1
BBA0	0	28	1	0	0	-1	-1
8062	1	156	1	0	0	-1	-1
BB73	0	219	0	0	1	-1	-1
EF39	0	14	0	0	1	-1	-1
FFE9	0	198	1	0	0	-1	-1
61E4	0	57	1	0	0	-1	-1
F209	1	147	1	0	0	-1	-1
5B6D	0	218	1	0	0	-1	-1
FAD9	0	50	1	0	0	-1	-1
6E27	0	121	1	0	0	-1	-1
31EE	0	205	1	0	0	-1	-1
24E8	0	88	1	0	0	-1	-1
E9DE	0	-7266383	1	0	0	-1	-1
747F	0	107	1	0	0	-1	-1
